texto,calificacion,lugar,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
"Cleanness and very friendly and helpful staff.
They treated me like a family.
Made all my tours and shuttle arrangements back to the capital, since I do not speak Spanish I didn’t feel like I am in foreign country. I wish I had a coffee machine in the room for my morning coffee.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Limpieza y personal muy amable y servicial.
Me trataron como a una familia.
Hice todos mis tours y arreglos de transporte de regreso a la capital, como no hablo español, no me sentí como si estuviera en un país extranjero. Ojalá tuviera una máquina de café en la habitación para mi café de la mañana.",
I liked the area!  Nice cabins. Not all cabins were updated.  We paid more for “upgraded” room that was in need of renovation!! It wasn’t clean so we complained and they switched out for us.  I thought the front desk staff were very unfriendly. Especially Kristin.  She was very unfriendly!!,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡Me gustó la zona!  Bonitas cabañas. No todas las cabañas fueron actualizadas.  ¡Pagamos más por una habitación ""mejorada"" que necesitaba una renovación! No estaba limpio, así que nos quejamos y nos cambiaron.  Pensé que el personal de recepción era muy antipático. Especialmente Cristina.  ¡¡Era muy antipática!!",
We enjoyed the friendly welcome and the beautiful garden!,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,¡Disfrutamos de la cálida bienvenida y del hermoso jardín!,
The property is gorgeous. It is big and have a lot of well maintained little trails It is close to the road so it gets a little noisy during the day.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"La propiedad es preciosa. Es grande y tiene muchos senderos pequeños bien mantenidos. Está cerca de la carretera, por lo que se vuelve un poco ruidoso durante el día.",
Alles was op en top in orde !,5,Hotel Roca Negra del Arenal,alojamiento,booking,af,¡Todo estaba en perfecto orden!,
"Bedrooms were clean, gorgeous and spacious. Rooms are situated in lush green areas that make the stay feel authentic and enjoyable.
Common areas included a lovely pool and games room that were very fun to use. /",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Las habitaciones estaban limpias, preciosas y espaciosas. Las habitaciones están situadas en exuberantes zonas verdes que hacen que la estancia sea auténtica y agradable.
Las áreas comunes incluían una hermosa piscina y una sala de juegos que eran muy divertidas de usar. /",
"Great environment, beautiful view, pool with jacuzzi, lovely personnel X",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Excelente ambiente, hermosa vista, piscina con jacuzzi, personal encantador X",
"Wonderful garden, very wide spread.",5,Hotel Roca Negra del Arenal,alojamiento,booking,af,"Maravilloso jardín, muy amplio.",
The rooms were very comfortable.  The location was great.  The host communicated very well. I would prefer more hooks or hanging rods for wet towels and bathing suits,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Las habitaciones eran muy cómodas.  La ubicación era genial.  El anfitrión se comunicó muy bien. Preferiría más ganchos o barras para colgar toallas mojadas y trajes de baño.,
"Phantastic view to the volcano, superbe garden with lots of humming birds. Spacious room. Excellent, wonderful staff. Great jacuzzi, nice pool. Billard, ping pong. All very well maintained. Good quality of matraces. Deco a bit sterile. One can hear the cars at the road. No coffee/tea in the room.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Fantástica vista al volcán, magnífico jardín con muchos colibríes. Habitación espaciosa. Excelente y maravilloso personal. Gran jacuzzi, bonita piscina. Billar, ping pong. Todo muy bien mantenido. Buena calidad de matraces. Deco un poco estéril. Se oyen los coches en la carretera. No hay café/té en la habitación.",
Roca Negra Del Arenal was a true revelation and exceeded all of our expectations. Each room is a little private bungalow and ours had a very large comfy bed as well as a hammock outside with a view towards the volcano. The property has a lovely pool area and for a small extra fee you can enjoy a delicious breakfast. Special thanks to Elizabeth and Dunya who looked after us and made our stay even better Nothing,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Roca Negra Del Arenal fue una verdadera revelación y superó todas nuestras expectativas. Cada habitación es un pequeño bungalow privado y la nuestra tenía una cama muy grande y cómoda, así como una hamaca afuera con vista hacia el volcán. La propiedad cuenta con una hermosa área de piscina y por una pequeña tarifa adicional podrás disfrutar de un delicioso desayuno. Un agradecimiento especial a Elizabeth y Dunya que nos cuidaron e hicieron que nuestra estancia fuera aún mejor. Nada",
"This was an amazing place, far exceeded my expectations, the staff was amazing and very accommodating! Absolutely nothing, everything was excellent!",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Este fue un lugar increíble, superó con creces mis expectativas, el personal fue increíble y muy servicial. Absolutamente nada, todo estuvo excelente!",
Beautiful setting. Clean and comfortable.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Hermoso entorno. Limpio y cómodo.,
Beautiful scenery and pool area,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Hermoso paisaje y área de piscina.,
"The staff members at the reception desk went above and beyond to help us. We loved watching the diverse birds found in the garden around our room and the property. The air conditioning and pool were both great. We loved the location because this area just outside of La Fortuna is quieter. It's easy to walk to a few restaurants and shops, and also easy to access hiking and hot springs from here. We had a great view of the volcano right from the door of our room. The room was a bit small, and the roof leaked a little bit in two spots during torrential rain.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Los miembros del personal de recepción hicieron todo lo posible para ayudarnos. Nos encantó observar las diversas aves que se encuentran en el jardín alrededor de nuestra habitación y de la propiedad. El aire acondicionado y la piscina eran geniales. Nos encantó la ubicación porque esta zona a las afueras de La Fortuna es más tranquila. Es fácil caminar hasta algunos restaurantes y tiendas, y también es fácil acceder a caminatas y aguas termales desde aquí. Teníamos una gran vista del volcán desde la puerta de nuestra habitación. La habitación era un poco pequeña y el techo goteaba un poco en dos lugares durante la lluvia torrencial.",
"lush, tropical grounds with pathways to explore, staff was so friendly and helpful, very clean rooms, awesome front porch with amazing view of volcano.   felt very safe, pool area was very nice, and enjoyed a nice breakfast there. location was great near lots of restaurants and shops. would definitely stay here again. we loved the property",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"exuberantes jardines tropicales con senderos para explorar, el personal fue muy amable y servicial, habitaciones muy limpias, un impresionante porche con una vista increíble del volcán.   Me sentí muy seguro, el área de la piscina era muy agradable y disfruté de un buen desayuno allí. La ubicación era estupenda, cerca de muchos restaurantes y tiendas. Definitivamente me quedaría aquí de nuevo. nos encantó la propiedad",
The grounds were beautiful with a spectacular view of the volcano. Staff were very helpful.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Los jardines eran preciosos con una vista espectacular del volcán. El personal fue muy servicial.,
The view of the volcano from our porch was amazing. The room was clean and comfortable. We did not use the pool but the ping pong and pool table were fun. The staff was friendly but their English was limited.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"La vista del volcán desde nuestro porche era increíble. La habitación estaba limpia y cómoda. No utilizamos la piscina, pero el ping pong y la mesa de billar fueron divertidos. El personal era amable pero su inglés era limitado.",
"Roca Negra is fabulous! The location is very convenient (just opposite there is a great soda and 5 mins walking further you find the Red Frog resto/soda which is also amazing).
The houses are very comfortable, clean and the facilities are great - pool, billiard, mini football-table, etc. 
The breakfast is outsourced and for 7$ you really have a great food. After coming from Tortuguero NP, we were very happy arriving here. 
And the people at the property were very, very helpful and friendly! Not the case",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡Roca Negra es fabulosa! La ubicación es muy conveniente (justo enfrente hay un excelente refresco y a 5 minutos caminando encontrarás el resto/soda Red Frog, que también es increíble).
Las casas son muy cómodas, limpias y las instalaciones estupendas: piscina, billar, mini futbolín, etc. 
El desayuno lo subcontratan y por 7$ realmente tienes una comida estupenda. Después de venir del PN Tortuguero, estábamos muy felices de llegar aquí. 
¡Y la gente de la propiedad fue muy, muy servicial y amable! No es el caso",
